Z_DIM = 512

Image size: 4
  Epochs: 10
    Avg Loss Critic:  -0.00191712
    Avg Loss Gen:     0.00240630
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 8
  Epochs: 10
    Avg Loss Critic:  -0.00011404
    Avg Loss Gen:     -0.00084658
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 16
  Epochs: 15
    Avg Loss Critic:  -0.00024053
    Avg Loss Gen:     -0.00106122
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 32
  Epochs: 20
    Avg Loss Critic:  -0.00047429
    Avg Loss Gen:     0.00088971
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 64
  Epochs: 20
    Avg Loss Critic:  0.00032428
    Avg Loss Gen:     0.00001059
    LR Critic:        0.0001
    LR Gen:           0.0001
    GP:               20

Image size: 128
  Epochs: 40
	[Epoch 2/80] Loss Critic: -5.5407 | Loss Gen: 12.8505 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 3/80] Loss Critic: -5.3373 | Loss Gen: 11.4183 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 4/80] Loss Critic: -5.0590 | Loss Gen: 10.3704 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 5/80] Loss Critic: -5.0997 | Loss Gen: 10.0430 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 6/80] Loss Critic: -4.8091 | Loss Gen: 9.6053 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 7/80] Loss Critic: -4.7339 | Loss Gen: 9.6579 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 8/80] Loss Critic: -4.7907 | Loss Gen: 9.7373 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 9/80] Loss Critic: -4.8589 | Loss Gen: 9.7679 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 10/80] Loss Critic: -4.5367 | Loss Gen: 9.2645 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 11/80] Loss Critic: -4.7666 | Loss Gen: 9.7557 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 12/80] Loss Critic: -4.3815 | Loss Gen: 8.9342 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 13/80] Loss Critic: -4.4127 | Loss Gen: 9.3594 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 14/80] Loss Critic: -4.7287 | Loss Gen: 9.6626 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 15/80] Loss Critic: -4.6110 | Loss Gen: 9.4907 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 16/80] Loss Critic: -4.4864 | Loss Gen: 9.3864 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 17/80] Loss Critic: -4.3002 | Loss Gen: 9.3064 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 18/80] Loss Critic: -4.5565 | Loss Gen: 9.5102 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 19/80] Loss Critic: -4.5331 | Loss Gen: 9.4936 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
Image size: 512
	Epocas 80
Image size: 512
	Epocas 80
Image size: 512
	Epocas 80
Image size: 512
	Epocas 80
	[Epoch 20/80] Loss Critic: -4.2726 | Loss Gen: 8.8504 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 21/80] Loss Critic: -4.3762 | Loss Gen: 9.3110 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 22/80] Loss Critic: -4.3759 | Loss Gen: 9.4584 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 23/80] Loss Critic: -4.0886 | Loss Gen: 8.6931 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 24/80] Loss Critic: -4.1472 | Loss Gen: 9.0969 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 25/80] Loss Critic: -4.1618 | Loss Gen: 9.0810 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 26/80] Loss Critic: -4.1134 | Loss Gen: 8.9465 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 27/80] Loss Critic: -4.2120 | Loss Gen: 9.0774 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 28/80] Loss Critic: -4.2255 | Loss Gen: 9.3735 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 29/80] Loss Critic: -4.1479 | Loss Gen: 8.9668 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 30/80] Loss Critic: -4.4167 | Loss Gen: 9.4219 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 31/80] Loss Critic: -4.2677 | Loss Gen: 9.0893 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 32/80] Loss Critic: -4.3158 | Loss Gen: 9.2136 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 33/80] Loss Critic: -4.1943 | Loss Gen: 9.2401 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 34/80] Loss Critic: -4.3845 | Loss Gen: 9.1891 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 35/80] Loss Critic: -4.4147 | Loss Gen: 9.4609 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 36/80] Loss Critic: -4.5446 | Loss Gen: 9.5893 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 37/80] Loss Critic: -4.4371 | Loss Gen: 9.5290 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 38/80] Loss Critic: -4.3351 | Loss Gen: 9.3155 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
	[Epoch 39/80] Loss Critic: -4.3481 | Loss Gen: 9.1599 | LR Critic: 3.00e-04 | LR Gen: 1.00e-04 | GP λ: 20
Image size: 512
	Epocas 80
Image size: 512
	Epocas 80
